param,F1,F2,F3,error,file_name,id,group,label
4,-0.7691939345285552,-1.9132481571667472,-0.3829923526629331,0.000015111853253293133,josef-fruehwald_speaker,0-0-14-2,group_0,i
0,326.4810540602467,1002.8761386104368,1736.327353732847,0.00030765023041548527,josef-fruehwald_speaker,0-0-14-4,group_0,@
1,-36.524533562105724,39.478346235560224,53.95846851305881,0.00030765023041548527,josef-fruehwald_speaker,0-0-14-4,group_0,@
2,-4.82365104190234,-7.36237898045329,14.30899559365784,0.00030765023041548527,josef-fruehwald_speaker,0-0-14-4,group_0,@
3,-3.1052397512551786,8.28108009419219,-7.325052500289278,0.00030765023041548527,josef-fruehwald_speaker,0-0-14-4,group_0,@
4,-4.615609015524189,5.375734873762419,9.441333545235775,0.00030765023041548527,josef-fruehwald_speaker,0-0-14-4,group_0,@
0,382.66738990984254,1172.173168329596,1653.4924732533698,0.03455075874730122,josef-fruehwald_speaker,0-0-15-0,group_0,aeh
1,-7.554615725152518,-55.115868984434904,1.758210714927479,0.03455075874730122,josef-fruehwald_speaker,0-0-15-0,group_0,aeh
2,10.093469074234788,-10.15313224407684,2.07379923679779,0.03455075874730122,josef-fruehwald_speaker,0-0-15-0,group_0,aeh
3,13.30121018094876,2.9092687639829173,-4.175382633011441,0.03455075874730122,josef-fruehwald_speaker,0-0-15-0,group_0,aeh
4,-9.169841606478093,-3.6087533601591977,-9.220102924949426,0.03455075874730122,josef-fruehwald_speaker,0-0-15-0,group_0,aeh
0,307.5450733546015,1327.4717086970618,1536.8918571290149,0.00006319750098251834,josef-fruehwald_speaker,0-0-17-1,group_0,ey
1,15.652415196799705,-42.11122148349054,-50.82520189489164,0.00006319750098251834,josef-fruehwald_speaker,0-0-17-1,group_0,ey
2,0.524588564339631,-32.00977370809986,-17.96867688797903,0.00006319750098251834,josef-fruehwald_speaker,0-0-17-1,group_0,ey
3,2.6907098229746365,-26.29380554364379,1.6808800183207802,0.00006319750098251834,josef-fruehwald_speaker,0-0-17-1,group_0,ey
4,-1.7231256895731257,3.3345259193326036,-0.7052749444529437,0.00006319750098251834,josef-fruehwald_speaker,0-0-17-1,group_0,ey
0,341.1146480107928,806.2595100685228,1721.1664281579206,0.017291723088373994,josef-fruehwald_speaker,0-0-17-4,group_0,owF
1,38.840026498047536,57.00554693403047,-33.07627273466984,0.017291723088373994,josef-fruehwald_speaker,0-0-17-4,group_0,owF
2,-12.609366766547177,-1.2375180293742634,-7.219575273119847,0.017291723088373994,josef-fruehwald_speaker,0-0-17-4,group_0,owF
3,-3.1115357162604713,6.7428570601724696,-9.382667948492486,0.017291723088373994,josef-fruehwald_speaker,0-0-17-4,group_0,owF
4,-12.453895146705893,-15.937922357587668,-3.0598259973140642,0.017291723088373994,josef-fruehwald_speaker,0-0-17-4,group_0,owF
0,286.8986920465258,971.9952311798447,1379.9494278157304,0.00032358416109647017,josef-fruehwald_speaker,0-0-19-1,group_0,@
1,4.905322947320956,37.24811465318923,122.90623217888746,0.00032358416109647017,josef-fruehwald_speaker,0-0-19-1,group_0,@
2,-6.071846413004242,-10.981881332670719,9.965641265961729,0.00032358416109647017,josef-fruehwald_speaker,0-0-19-1,group_0,@
3,2.5220086256412584,8.932076355145929,30.69744406407177,0.00032358416109647017,josef-fruehwald_speaker,0-0-19-1,group_0,@
4,-3.9777649110265108,-7.803191028610277,-40.61342408973683,0.00032358416109647017,josef-fruehwald_speaker,0-0-19-1,group_0,@
0,259.7071502192735,1338.6648075763253,1511.305089151442,0.00026555937799804905,josef-fruehwald_speaker,0-0-20-1,group_0,ey
1,27.777438291000404,-74.97581790172697,-57.172601798058764,0.00026555937799804905,josef-fruehwald_speaker,0-0-20-1,group_0,ey
2,-4.032474420293281,6.3888165672895365,-21.501941349998436,0.00026555937799804905,josef-fruehwald_speaker,0-0-20-1,group_0,ey
3,6.294860692612202,-17.58175944150232,10.817648614722021,0.00026555937799804905,josef-fruehwald_speaker,0-0-20-1,group_0,ey
4,-1.6874856445918234,-6.14624934732464,-13.476907709729531,0.00026555937799804905,josef-fruehwald_speaker,0-0-20-1,group_0,ey
0,344.6615122064805,858.3402023368546,1673.5111701561038,0.00008133205117892099,josef-fruehwald_speaker,0-0-20-4,group_0,owF
1,23.466311406662584,79.51220245176408,-23.729712198112647,0.00008133205117892099,josef-fruehwald_speaker,0-0-20-4,group_0,owF
2,-12.551483545472188,20.324770638364722,4.771271285415202,0.00008133205117892099,josef-fruehwald_speaker,0-0-20-4,group_0,owF
3,-7.029889856169821,-9.090182672383538,13.41422059442041,0.00008133205117892099,josef-fruehwald_speaker,0-0-20-4,group_0,owF
4,-3.2776764765301154,-7.24346687556779,0.15307915905752534,0.00008133205117892099,josef-fruehwald_speaker,0-0-20-4,group_0,owF
0,235.9451529239086,1268.86336956725,1747.550478191822,2.4376980663821236e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i
1,6.839012819035745,-14.804985147086457,-24.971753133309292,2.4376980663821236e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i
2,1.2758499899668037,-9.090747708967863,2.4450865740636765,2.4376980663821236e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i
3,1.1527125875478659,-2.0667261599162265,-3.6132261559502314,2.4376980663821236e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i
4,0.34026037267320225,0.3053212440762322,-3.0422854514569115,2.4376980663821236e-6,josef-fruehwald_speaker,0-0-23-3,group_0,i
0,220.57392904480062,1296.6803630120587,1715.1000591355623,8.16393121707169e-6,josef-fruehwald_speaker,0-0-23-5,group_0,@
1,-6.2022777147231825,17.978909980414457,4.337418514468086,8.16393121707169e-6,josef-fruehwald_speaker,0-0-23-5,group_0,@
2,2.320445115391969,-2.5966377321048473,-9.561142099238616,8.16393121707169e-6,josef-fruehwald_speaker,0-0-23-5,group_0,@
3,-0.1046413556568135,1.4596113606256025,4.7762974314651965,8.16393121707169e-6,josef-fruehwald_speaker,0-0-23-5,group_0,@
4,-0.07723538722059638,0.48344402288857047,-4.367923272642691,8.16393121707169e-6,josef-fruehwald_speaker,0-0-23-5,group_0,@
0,345.3901562436521,1014.4944022582644,1674.77434816577,0.00007195661807887137,josef-fruehwald_speaker,0-0-24-0,group_0,@
1,-3.4804584899235627,77.10123431434684,-19.366539517600934,0.00007195661807887137,josef-fruehwald_speaker,0-0-24-0,group_0,@
2,-11.075352881765843,-5.733033535089968,-13.354016213596802,0.00007195661807887137,josef-fruehwald_speaker,0-0-24-0,group_0,@
3,-3.4738391807790157,3.0511131228535224,5.374602318914469,0.00007195661807887137,josef-fruehwald_speaker,0-0-24-0,group_0,@
4,1.1418843356080222,1.8726531653247127,12.36468552226354,0.00007195661807887137,josef-fruehwald_speaker,0-0-24-0,group_0,@
0,318.35780322076397,1084.7220881030257,1665.6284279365245,0.00020131170000958626,josef-fruehwald_speaker,0-0-25-1,group_0,ay0
1,28.979796598367464,-197.29503273312346,9.851054541973122,0.00020131170000958626,josef-fruehwald_speaker,0-0-25-1,group_0,ay0
2,-10.006215771604282,-26.739463670075857,19.421179606865685,0.00020131170000958626,josef-fruehwald_speaker,0-0-25-1,group_0,ay0
3,-9.78648558464909,-11.297380014350237,1.662084703607634,0.00020131170000958626,josef-fruehwald_speaker,0-0-25-1,group_0,ay0
4,1.0139695237520203,-6.877091511608645,-0.6157438880991842,0.00020131170000958626,josef-fruehwald_speaker,0-0-25-1,group_0,ay0
0,318.9842548328662,1192.8460233278156,1767.8825241111592,0.00009400478746585377,josef-fruehwald_speaker,0-0-26-1,group_0,ay0
1,45.96657082535885,-187.06335535798448,55.17546030388478,0.00009400478746585377,josef-fruehwald_speaker,0-0-26-1,group_0,ay0
2,5.333368683946964,-5.040762283911153,30.79546108126249,0.00009400478746585377,josef-fruehwald_speaker,0-0-26-1,group_0,ay0
3,-4.20521637124702,-19.024972687112076,0.14606068225654195,0.00009400478746585377,josef-fruehwald_speaker,0-0-26-1,group_0,ay0
4,-0.642090020753359,-9.15134921655065,-5.874246959795972,0.00009400478746585377,josef-fruehwald_speaker,0-0-26-1,group_0,ay0
0,316.325681771858,1217.635502699222,1711.7861623866077,0.0002284452964209516,josef-fruehwald_speaker,0-0-28-3,group_0,@
1,-14.928785736577646,21.721622122210338,0.45023514208111837,0.0002284452964209516,josef-fruehwald_speaker,0-0-28-3,group_0,@
2,-6.281644886213955,6.383763924452838,-9.180375793248082,0.0002284452964209516,josef-fruehwald_speaker,0-0-28-3,group_0,@
3,-5.755639560749003,4.629545880925055,-8.024967989820995,0.0002284452964209516,josef-fruehwald_speaker,0-0-28-3,group_0,@
4,-5.469316512314807,-1.2919107713895113,-3.074278733503157,0.0002284452964209516,josef-fruehwald_speaker,0-0-28-3,group_0,@
0,378.56202019457766,1222.7175717721118,1711.052441864571,0.00001170184319635037,josef-fruehwald_speaker,0-0-29-1,group_0,e
1,-8.776196000135492,-38.95075943704359,-18.262754197277108,0.00001170184319635037,josef-fruehwald_speaker,0-0-29-1,group_0,e
2,-4.99600125958487,-1.789126341779896,7.452928343895546,0.00001170184319635037,josef-fruehwald_speaker,0-0-29-1,group_0,e
3,2.554312520868544,-5.145331643884224,-0.3187461910704275,0.00001170184319635037,josef-fruehwald_speaker,0-0-29-1,group_0,e
4,-3.0753188137088254,-1.4292164109155558,0.823049062783993,0.00001170184319635037,josef-fruehwald_speaker,0-0-29-1,group_0,e
0,208.8936880418619,1602.1820658917707,1874.154675211404,0.00014028735402129438,josef-fruehwald_speaker,0-0-29-3,group_0,iyF
1,8.908690866159164,-37.14578626209708,-9.275571924698705,0.00014028735402129438,josef-fruehwald_speaker,0-0-29-3,group_0,iyF
2,10.248819577255686,-5.311587302841901,-44.29558096688772,0.00014028735402129438,josef-fruehwald_speaker,0-0-29-3,group_0,iyF
3,-2.389316633852707,-0.09660859974261969,19.710725823804722,0.00014028735402129438,josef-fruehwald_speaker,0-0-29-3,group_0,iyF
4,3.158315953630235,-11.933250309288134,-9.869719750917636,0.00014028735402129438,josef-fruehwald_speaker,0-0-29-3,group_0,iyF
0,391.19534240678087,862.7962991602728,1728.2027145063314,0.0006736739549308116,josef-fruehwald_speaker,0-0-31-1,group_0,uhL
1,-7.238426401476438,86.47025851561602,0.20773937520459304,0.0006736739549308116,josef-fruehwald_speaker,0-0-31-1,group_0,uhL
2,-17.99251423550085,10.392295083929119,16.476579959258945,0.0006736739549308116,josef-fruehwald_speaker,0-0-31-1,group_0,uhL
3,-1.8040916052035225,-5.327509552098218,6.810381014761378,0.0006736739549308116,josef-fruehwald_speaker,0-0-31-1,group_0,uhL
4,4.347529546432769,-3.1289920832984146,-29.06754218702396,0.0006736739549308116,josef-fruehwald_speaker,0-0-31-1,group_0,uhL
0,261.3413917638571,1114.1426883555796,1624.3575306942826,0.011536980384693913,josef-fruehwald_speaker,0-0-31-3,group_0,*hr
1,13.785664356203425,-105.27872158647796,-112.1230745585647,0.011536980384693913,josef-fruehwald_speaker,0-0-31-3,group_0,*hr
2,6.035857988771614,-16.95886754236212,154.84990856737278,0.011536980384693913,josef-fruehwald_speaker,0-0-31-3,group_0,*hr
3,-9.659041332893526,-26.8097823553608,-56.09049199758131,0.011536980384693913,josef-fruehwald_speaker,0-0-31-3,group_0,*hr
4,-6.149424676051959,-9.237645012071424,24.39877101933587,0.011536980384693913,josef-fruehwald_speaker,0-0-31-3,group_0,*hr
0,220.00223245504253,1462.8917929042395,1720.039425973254,0.0001429654034137196,josef-fruehwald_speaker,0-0-33-1,group_0,iy
1,-18.565495911461664,-11.520104869677537,20.451428820527646,0.0001429654034137196,josef-fruehwald_speaker,0-0-33-1,group_0,iy
2,9.063271640116247,-5.851783688109871,4.466664221110063,0.0001429654034137196,josef-fruehwald_speaker,0-0-33-1,group_0,iy
3,4.098852525641832,-0.9226712762867173,0.7572504251652845,0.0001429654034137196,josef-fruehwald_speaker,0-0-33-1,group_0,iy
4,-0.8824979414749244,-1.196665545397318,-4.938911986517826,0.0001429654034137196,josef-fruehwald_speaker,0-0-33-1,group_0,iy
0,252.49002753741703,1453.7057105392798,1871.7760079678267,4.3903162805315774e-6,josef-fruehwald_speaker,0-0-34-1,group_0,ey
1,5.159674229412737,-20.953210715180536,19.018370709207076,4.3903162805315774e-6,josef-fruehwald_speaker,0-0-34-1,group_0,ey
2,0.47836127041390963,-3.608807666789521,-10.80574931120418,4.3903162805315774e-6,josef-fruehwald_speaker,0-0-34-1,group_0,ey
3,1.2924734636032684,0.23032602008261205,1.4368812204983272,4.3903162805315774e-6,josef-fruehwald_speaker,0-0-34-1,group_0,ey
4,0.08907977941224667,2.7800611017437076,-0.4170196586034361,4.3903162805315774e-6,josef-fruehwald_speaker,0-0-34-1,group_0,ey
0,240.81611188239228,1350.6383424027858,1640.3421082886446,0.00016785359797405719,josef-fruehwald_speaker,0-0-36-1,group_0,ey
1,12.00094198302373,-7.0143901022894966,-9.79877353300767,0.00016785359797405719,josef-fruehwald_speaker,0-0-36-1,group_0,ey
2,1.1959610880378462,-28.37302391788843,-1.4750442443048466,0.00016785359797405719,josef-fruehwald_speaker,0-0-36-1,group_0,ey
3,0.7456867274080436,4.699875972791518,-7.301018830955038,0.00016785359797405719,josef-fruehwald_speaker,0-0-36-1,group_0,ey
4,1.0414702675529561,-10.761284905858128,-8.384694654906399,0.00016785359797405719,josef-fruehwald_speaker,0-0-36-1,group_0,ey
0,369.84168990757473,865.3486422697644,1808.0757241499814,0.0014374807405167977,josef-fruehwald_speaker,0-0-38-0,group_0,uh
1,-22.707863029275426,46.90972596504449,4.95883572981426,0.0014374807405167977,josef-fruehwald_speaker,0-0-38-0,group_0,uh
2,-2.765387265404767,31.263766003079116,-8.39754614624375,0.0014374807405167977,josef-fruehwald_speaker,0-0-38-0,group_0,uh
3,-17.65334829329754,36.817647727832856,-5.763284025587514,0.0014374807405167977,josef-fruehwald_speaker,0-0-38-0,group_0,uh
4,-19.068282158466072,17.580169955172256,0.7027538776401958,0.0014374807405167977,josef-fruehwald_speaker,0-0-38-0,group_0,uh
0,371.8851303816441,603.8984994342813,2125.692845891871,0.0011844863663421456,josef-fruehwald_speaker,0-0-40-1,group_0,oh
1,-9.728784143094163,-80.10664844289684,16.57642106188906,0.0011844863663421456,josef-fruehwald_speaker,0-0-40-1,group_0,oh
2,-7.479073769259505,3.117533705161562,-13.586994409977963,0.0011844863663421456,josef-fruehwald_speaker,0-0-40-1,group_0,oh
3,-5.278150846310599,-9.116413397395041,17.950127763742877,0.0011844863663421456,josef-fruehwald_speaker,0-0-40-1,group_0,oh
4,-7.433398930154905,-7.906267762670135,-14.171725641302336,0.0011844863663421456,josef-fruehwald_speaker,0-0-40-1,group_0,oh
0,247.11129885146383,1076.8098055822895,1376.682597350821,0.001558264531984876,josef-fruehwald_speaker,0-0-42-1,group_0,aw
1,0.6333738996784601,184.85569824879502,55.187163281710234,0.001558264531984876,josef-fruehwald_speaker,0-0-42-1,group_0,aw
2,5.760105798328922,-65.94890004699,-62.560757019042676,0.001558264531984876,josef-fruehwald_speaker,0-0-42-1,group_0,aw
3,-2.046331304573134,-23.32549217757053,-22.384911820321822,0.001558264531984876,josef-fruehwald_speaker,0-0-42-1,group_0,aw
4,3.005747942656081,6.685760591342319,11.902894892799063,0.001558264531984876,josef-fruehwald_speaker,0-0-42-1,group_0,aw
0,438.4864741098225,762.2285856920433,1874.63934454067,0.05774981216003587,josef-fruehwald_speaker,0-0-44-0,group_0,ahr
1,5.674047901926833,30.2988448072565,125.93754447923911,0.05774981216003587,josef-fruehwald_speaker,0-0-44-0,group_0,ahr
2,13.626739640280002,20.510568610017245,-10.182487136225824,0.05774981216003587,josef-fruehwald_speaker,0-0-44-0,group_0,ahr
3,9.600228451075232,91.26663852554574,45.68687765069617,0.05774981216003587,josef-fruehwald_speaker,0-0-44-0,group_0,ahr
4,12.945647726815684,174.9313991374408,5.347108048456761,0.05774981216003587,josef-fruehwald_speaker,0-0-44-0,group_0,ahr
0,490.1843885634937,1122.4436631927458,1662.8918996234268,0.0011940924304244282,josef-fruehwald_speaker,0-0-48-1,group_0,aeh
1,-8.04343880065884,35.70024386984893,-16.062864167034167,0.0011940924304244282,josef-fruehwald_speaker,0-0-48-1,group_0,aeh
2,-18.459579408547857,11.31799988580783,11.525524265863426,0.0011940924304244282,josef-fruehwald_speaker,0-0-48-1,group_0,aeh
3,-1.2364871234854835,8.283455165409586,14.875090324666331,0.0011940924304244282,josef-fruehwald_speaker,0-0-48-1,group_0,aeh
4,-7.867479862938071,2.104563402257677,-5.2269058144561935,0.0011940924304244282,josef-fruehwald_speaker,0-0-48-1,group_0,aeh
0,464.9539357961335,957.7656849025915,1519.7770029344067,0.00031932950826560975,josef-fruehwald_speaker,0-0-49-1,group_0,ay
1,-2.9868938270909506,-97.58813208694905,-137.79369108672657,0.00031932950826560975,josef-fruehwald_speaker,0-0-49-1,group_0,ay
2,-7.985791696907982,21.448441424681718,2.1887601486229418,0.00031932950826560975,josef-fruehwald_speaker,0-0-49-1,group_0,ay
3,-0.6330106592890444,0.8892493346227026,5.992494119390627,0.00031932950826560975,josef-fruehwald_speaker,0-0-49-1,group_0,ay
4,1.6229912833037683,7.716302433128534,-29.91597694102134,0.00031932950826560975,josef-fruehwald_speaker,0-0-49-1,group_0,ay
0,380.86089828686886,1199.4367866073173,1721.438076604872,0.0001601802040924083,josef-fruehwald_speaker,0-0-50-0,group_0,@
1,9.153063241098542,37.605083439136806,-7.223472538115587,0.0001601802040924083,josef-fruehwald_speaker,0-0-50-0,group_0,@
2,-7.2095182953690164,-12.043711476838244,-10.425921218098134,0.0001601802040924083,josef-fruehwald_speaker,0-0-50-0,group_0,@
3,8.346103422190442,17.877654052835886,1.19194132830619,0.0001601802040924083,josef-fruehwald_speaker,0-0-50-0,group_0,@
4,-4.188128471878707,-7.649088871788595,-2.4399131892117856,0.0001601802040924083,josef-fruehwald_speaker,0-0-50-0,group_0,@
0,411.22096926327333,828.540541426509,1977.607769207623,0.002738934747914817,josef-fruehwald_speaker,0-0-50-2,group_0,uh
1,1.8866553805242163,-8.617476328890877,15.685951523353985,0.002738934747914817,josef-fruehwald_speaker,0-0-50-2,group_0,uh
2,-10.894634732878293,-1.9413111544999306,-106.61817609939807,0.002738934747914817,josef-fruehwald_speaker,0-0-50-2,group_0,uh
3,5.565705079013825,8.652118755173671,-23.78433654131913,0.002738934747914817,josef-fruehwald_speaker,0-0-50-2,group_0,uh
4,-4.861334975224744,-7.296296892191564,28.67471909623395,0.002738934747914817,josef-fruehwald_speaker,0-0-50-2,group_0,uh
0,248.02362950281096,1026.5430830015957,1690.7354576913813,0.0007671303455171821,josef-fruehwald_speaker,0-0-54-1,group_0,Tuw
1,-19.273042593838248,173.59556425118538,17.924626417565502,0.0007671303455171821,josef-fruehwald_speaker,0-0-54-1,group_0,Tuw
2,-12.51922551863837,7.473312367532706,3.843354469308663,0.0007671303455171821,josef-fruehwald_speaker,0-0-54-1,group_0,Tuw
3,-6.53759067427712,-13.592359664602174,8.29937463809064,0.0007671303455171821,josef-fruehwald_speaker,0-0-54-1,group_0,Tuw
4,-4.118898936833058,1.284435051780067,0.9726116848224061,0.0007671303455171821,josef-fruehwald_speaker,0-0-54-1,group_0,Tuw
0,385.4171976517087,1154.2783539127406,1665.2010195975788,0.0015687267084223795,josef-fruehwald_speaker,0-0-55-0,group_0,e
1,-24.73917383466689,-19.451548464336863,7.90800712920541,0.0015687267084223795,josef-fruehwald_speaker,0-0-55-0,group_0,e
2,-32.29946108510283,-16.244173524196963,13.126067767287854,0.0015687267084223795,josef-fruehwald_speaker,0-0-55-0,group_0,e
3,11.230446090226458,-15.466757220168203,-11.558834695586333,0.0015687267084223795,josef-fruehwald_speaker,0-0-55-0,group_0,e
4,-5.138763223092107,-7.369761196655194,9.165440694582777,0.0015687267084223795,josef-fruehwald_speaker,0-0-55-0,group_0,e
0,324.8094468112399,986.1510486656267,1768.9870087913084,0.00039673476655030634,josef-fruehwald_speaker,0-0-57-0,group_0,@
1,-29.0663899994715,8.018404038518069,-22.91718572890676,0.00039673476655030634,josef-fruehwald_speaker,0-0-57-0,group_0,@
2,-16.880324137623923,-2.085646824089024,-17.65481754653087,0.00039673476655030634,josef-fruehwald_speaker,0-0-57-0,group_0,@
3,10.496784643988365,10.054943772861593,14.256120528673137,0.00039673476655030634,josef-fruehwald_speaker,0-0-57-0,group_0,@
4,-6.95751575440703,3.893009914046898,6.50994593627933,0.00039673476655030634,josef-fruehwald_speaker,0-0-57-0,group_0,@
0,352.7061790059666,1215.1295111470652,1434.1610396780252,0.000012085263734799379,josef-fruehwald_speaker,0-0-57-4,group_0,@
1,-14.519253714975719,10.042134053737001,-39.55529726893853,0.000012085263734799379,josef-fruehwald_speaker,0-0-57-4,group_0,@
2,-6.718017859057382,-11.45494815864547,14.83208403370835,0.000012085263734799379,josef-fruehwald_speaker,0-0-57-4,group_0,@
3,3.9754858787991654,4.556852830245672,-5.137214212667738,0.000012085263734799379,josef-fruehwald_speaker,0-0-57-4,group_0,@
4,-2.7850723446019603,-1.2132042573841884,3.957638949669273,0.000012085263734799379,josef-fruehwald_speaker,0-0-57-4,group_0,@
0,216.62613158645826,1523.9790999077986,1805.1799873516195,0.0001635125127987357,josef-fruehwald_speaker,0-0-58-1,group_0,iy
1,0.043867722923941,29.21345185755542,-1.082691371459846,0.0001635125127987357,josef-fruehwald_speaker,0-0-58-1,group_0,iy
2,4.761041001968233,-13.045724015151963,-13.264955331327355,0.0001635125127987357,josef-fruehwald_speaker,0-0-58-1,group_0,iy
3,-1.535672850243599,2.316045693420106,-9.111108353280088,0.0001635125127987357,josef-fruehwald_speaker,0-0-58-1,group_0,iy
4,0.9435359254834211,-10.793418454571313,-4.830456064440218,0.0001635125127987357,josef-fruehwald_speaker,0-0-58-1,group_0,iy
0,428.34928298523545,922.3716958442651,1604.5011709379426,0.010643832394148862,josef-fruehwald_speaker,0-0-58-2,group_0,oh
1,-13.65947243818189,47.40568422522226,27.779802186217246,0.010643832394148862,josef-fruehwald_speaker,0-0-58-2,group_0,oh
2,-21.16482806461896,2.818610052809816,-113.35547543459712,0.010643832394148862,josef-fruehwald_speaker,0-0-58-2,group_0,oh
3,5.674188958733426,-14.190760037202486,-16.04321363893528,0.010643832394148862,josef-fruehwald_speaker,0-0-58-2,group_0,oh
4,-1.5516673894330824,-20.232660079448742,-96.58823101054853,0.010643832394148862,josef-fruehwald_speaker,0-0-58-2,group_0,oh
0,335.35688701257544,921.7588935350498,1451.3829740106114,0.002604235904194116,josef-fruehwald_speaker,0-0-59-1,group_0,@
